0	0	0
0.4878	-9.4259	3.5068
0.4878	9.4259	3.5068
0.9757	-18.8518	7.0137
0.9757	18.8518	7.0137
1.4635	-28.2776	10.5205
1.4635	28.2776	10.5205
1.9514	-37.7035	14.0273
1.9514	37.7035	14.0273
2.4413	-47.1697	17.5491
2.4413	47.1697	17.5491
2.9313	-56.6358	21.0709
2.9313	56.6358	21.0709
3.4212	-66.102	24.5927
3.4212	66.102	24.5927
3.9111	-75.5681	28.1145
3.9111	75.5681	28.1145
4.3941	-84.8987	31.5859
4.3941	84.8987	31.5859
4.877	-94.2294	35.0573
4.877	94.2294	35.0573
5.3599	-103.56	38.5287
5.3599	103.56	38.5287
5.8519	-113.0668	42.0656
5.8519	113.0668	42.0656
6.3257	-122.2212	45.4715
6.3257	122.2212	45.4715
6.8086	-131.5519	48.9429
6.8086	131.5519	48.9429
7.2916	-140.8825	52.4143
7.2916	140.8825	52.4143
7.7745	-150.2131	55.8857
7.7745	150.2131	55.8857
33.131	0	0
34.6052	-37.7035	14.4273
34.6052	37.7035	14.4273
36.5621	-75.5681	28.4152
36.5621	75.5681	28.4152
38.2352	-113.0668	42.0843
38.2352	113.0668	42.0843
40.128	-150.2131	56.1702
40.128	150.2131	56.1702
66.262	0	0
66.8839	-15.0213	5.6455
66.8839	15.0213	5.6455
67.2595	37.7035	14.7885
67.2595	-37.7035	14.7885
67.5059	-30.0426	11.291
67.5059	30.0426	11.291
68.1279	-45.0639	16.9364
68.1279	45.0639	16.9364
68.7498	-60.0852	22.5819
68.7498	60.0852	22.5819
69.2132	75.5681	28.6906
69.2132	-75.5681	28.6906
69.3718	-75.1066	28.2274
69.3718	75.1066	28.2274
69.9937	-90.1279	33.8729
69.9937	90.1279	33.8729
70.6157	-105.1492	39.5183
70.6157	105.1492	39.5183
70.6185	113.0668	42.1435
70.6185	-113.0668	42.1435
71.2377	-120.1705	45.1638
71.2377	120.1705	45.1638
71.8596	-135.1918	50.8093
71.8596	135.1918	50.8093
72.4816	150.2131	56.4548
72.4816	-150.2131	56.4548
99.393	0	0
99.9143	-37.7035	15.1079
99.9143	37.7035	15.1079
101.8646	-75.5681	28.94
101.8646	75.5681	28.94
103.0016	-113.0668	42.2491
103.0016	113.0668	42.2491
104.8351	-150.2131	56.7393
104.8351	150.2131	56.7393
132.524	0	0
132.5694	37.7035	15.3819
132.5694	-37.7035	15.3819
132.9904	-15.0213	5.7024
132.9904	15.0213	5.7024
133.4569	-30.0426	11.4048
133.4569	30.0426	11.4048
133.9234	-45.0639	17.1072
133.9234	45.0639	17.1072
134.3898	-60.0852	22.8096
134.3898	60.0852	22.8096
134.5161	75.5681	29.1627
134.5161	-75.5681	29.1627
134.8563	-75.1066	28.5119
134.8563	75.1066	28.5119
135.3228	-90.1279	34.2143
135.3228	90.1279	34.2143
135.3845	113.0668	42.4085
135.3845	-113.0668	42.4085
135.7893	-105.1492	39.9167
135.7893	105.1492	39.9167
136.2557	-120.1705	45.6191
136.2557	120.1705	45.6191
136.7222	-135.1918	51.3215
136.7222	135.1918	51.3215
137.1887	150.2131	57.0239
137.1887	-150.2131	57.0239
165.2248	-37.7035	15.6067
165.2248	37.7035	15.6067
165.655	0	0
167.1678	-75.5681	29.359
167.1678	75.5681	29.359
167.767	-113.0668	42.6307
167.767	113.0668	42.6307
169.5422	-150.2131	57.3084
169.5422	150.2131	57.3084
197.8806	37.7035	15.7782
197.8806	-37.7035	15.7782
198.786	0	0
199.0969	-15.0213	5.7593
199.0969	15.0213	5.7593
199.4079	-30.0426	11.5186
199.4079	30.0426	11.5186
199.7189	-45.0639	17.2779
199.7189	45.0639	17.2779
199.8196	75.5681	29.5302
199.8196	-75.5681	29.5302
200.0299	-60.0852	23.0372
200.0299	60.0852	23.0372
200.1488	113.0668	42.9275
200.1488	-113.0668	42.9275
200.3409	-75.1066	28.7965
200.3409	75.1066	28.7965
200.6518	-90.1279	34.5558
200.6518	90.1279	34.5558
200.9628	-105.1492	40.3151
200.9628	105.1492	40.3151
201.2738	-120.1705	46.0744
201.2738	120.1705	46.0744
201.5848	-135.1918	51.8337
201.5848	135.1918	51.8337
201.8957	150.2131	57.593
201.8957	-150.2131	57.593
230.5366	-37.7035	15.8925
230.5366	37.7035	15.8925
231.9169	0	0
232.4714	-75.5681	29.6794
232.4714	75.5681	29.6794
232.5297	113.0668	43.3147
232.5297	-113.0668	43.3147
234.2493	-150.2131	57.8776
234.2493	150.2131	57.8776
263.1927	37.7035	15.9466
263.1927	-37.7035	15.9466
264.909	113.0668	43.8131
264.909	-113.0668	43.8131
265.0479	0	0
265.1233	75.5681	29.8136
265.1233	-75.5681	29.8136
265.2034	-15.0213	5.8162
265.2034	15.0213	5.8162
265.3589	-30.0426	11.6324
265.3589	30.0426	11.6324
265.5144	-45.0639	17.4486
265.5144	45.0639	17.4486
265.6699	-60.0852	23.2648
265.6699	60.0852	23.2648
265.8254	-75.1066	29.0811
265.8254	75.1066	29.0811
265.9809	-90.1279	34.8973
265.9809	90.1279	34.8973
266.1364	-105.1492	40.7135
266.1364	105.1492	40.7135
266.2919	-120.1705	46.5297
266.2919	120.1705	46.5297
266.4473	-135.1918	52.3459
266.4473	135.1918	52.3459
266.6028	150.2131	58.1621
266.6028	-150.2131	58.1621
295.8487	-37.7035	15.9402
295.8487	37.7035	15.9402
297.2858	-113.0668	44.4523
297.2858	113.0668	44.4523
